"Original Text","Predicted Target","Predicted Stance","Ground Truth Target","Ground Truth Stance"
"I pity all the defenders that will be playing against ghana at the world cup. Afena gyan can run like abena korkor.","world cup","FAVOR","the defenders","NONE"
"Hello!!! Does anyone do twitch overlay com mis sions? Im looking to get a nice theme for when i start streaming! I already have some ideas in mind, if you know anyone please tag link them!! Feel free to show your prices too!","twitch","FAVOR","Twicth Overlay commissions","FAVOR"
"Graham Norton being bullied off Twitter is yet another example of the rabid zeal of the whole GC TERF group. They will ally with anyone who agrees with them, no matter how evil, and look to destroy those who give even the mildest, most politic answer to related questions.","gay rights","FAVOR","GC TERF Group","AGAINST"
"Far-right extremists have been consumed with anti-trans anti-LGBTQ activity as of late. Today, 31 members of the white supremacist hate group Patriot Front were arrested and charged with Conspiracy to Riot at a Pride event in Idaho. Unicorn Riot UR Ninja Jun 11 Breaking: and Idaho police just announced in a press conference that 31 people from the Patriot Front seeking to confront the event group were arrested and charged with Conspiracy to Riot. Show this thread","pride","FAVOR","Riot at a Pride event ","AGAINST"
"i'll complain to sm about a LOT of things but i think the ONLY. THE ONE THING. ABSOLUTELY ONE GOOD thing they did right for dreamies in 2022 was the leadup tiktok viral campaign indie band concept cb for beatbox. i think unfortunate covid situation aside, it was Almost perfect","the dreamies","FAVOR","dreamies","FAVOR"
". Ravens marlon humphrey lead the in forced fumbles with 8. Everyone should study his technique. It is obvious that he practices this repeatedly to be able to execute so well in games The following media includes potentially sensitive content. Change settings View","nfl","FAVOR","Ravens Marlon Humphrey","FAVOR"
"Booster Juice a blunt Waiting To Oxtail ThatDudeMCFLY Jun 1, 2021 Good weed w a smoothie good weed white wine","weed","FAVOR","Booster Juice","FAVOR"
"Ok so on one of my late night drunk online shopping I got books cause it's everywhere I got and why the hell didn't Michael and George get the roles of Alex and Henry!!!!!! Can you imagine them together and George playing British royalty","same sex marriage","FAVOR","Michael and George","AGAINST"
"World Cup qualification isn t a right, it is a hard-earned privilege. This team has been exceptional, through extremely challenging circumstances and are deserving of their place FIFAWorldCup . Congratulations Socceroos thepfa Professional Footballers Australia thepfa Jun 13, 2022 WE DID IT. BELIEVE.","world cup qualification","FAVOR","Professional Footballers Australia","FAVOR"
"1 Stupid ""economists"" and public policy advisors working day and night to lift whatever is left of the fuel subsidy. You idiots: if gasoline and mazout prices double, then it is not ""lifting a subsidy that benefits the rich"". Fuel is a core component of general price inflation..","fuel subsidies","AGAINST","economists","AGAINST"
"Going heavy on the football on Radio today . What s your favourite memory of the Scotland men s football team? Mine? France 98 of course!","football","FAVOR","Scotland men s football team","FAVOR"
"Before you vote, think this through...What happens to seniors without Social Security and Medicare? Who s responsible for them if the Republican government throws them to the wolves? 680 6,906 12.4K","privatize social security","AGAINST","Republican Government","AGAINST"
"10 We also have an IMF working paper: The Liquidation of Government Debt which is essentially a guide to how the US will de-lever. It involves running the WW2 playbook. Below is the abstract. Financial Repression Savers earning returns below the rate of inflation","financial crisis","FAVOR"," IMF","NONE"
"Today in only living with men I have a fever and some flu symptoms don t think it s covid . I ve read on the internet a tepid bath can help - I hate being sick so I m going to give it a go. Problem: We don t own a bath plug Solution: Protein powder scoop fits perfectly","covid","FAVOR","fever and some flu symptoms","NONE"
"Flash Sale Soccer Edition All prices shipped and ready to ship 2021 Panini Chronicles 450 2021 Panini EPL Prizm Choice 300 2021 Panini EPL Prizm Hobby 400 HobbyConnector","soccer cards","FAVOR","HobbyConnector","NONE"
"Didn't notice the caption on the folder. I don't think arming teachers is the best example of a solution. Meant to post this one: 2","gun control","AGAINST","Caption On The Folder","NONE"
"A new low for Canada, the Canadian Flag not allowed on Parliament Hill by Canadians celebrating Canada Day This should play well on World news affirming the to everyone. 243 666 1,691","canadians","FAVOR","Canadian Flag","NONE"
"Extreme brahminical patriarchy is displayed in this old photo, reflecting how Hindus have prevented women from equal rights. The man here is standing while restricting his partner to sitting. Can't a woman stand on her own? Hence proved, we've to dismantle brahminical patriarchy. 225 1,172 4,544","hinduism","AGAINST","women from equal rights","FAVOR"
"Thus, it would appear that George Floyd Square is no mas. Ah, well, c est la vie. Next, as vacation season arrives in the era of COVID-19, everything is going up besides the price","lockdown","AGAINST","George Floyd Square","NONE"
"Sha carri Richardson deserves all the love she is getting however, it's funny to see she represents the same everyday Blk women y'all love to trash in everyday life weave, lashes, long finger nails . I see right through a lot of y'all performance.","black women","AGAINST","Blk women","NONE"
"Comic Con Africa 2022 Official POSTER!!! We are officially 1 Day away from the biggest Pop Culture Gaming FestivalCome through let's have a kick about and Geek out ART AND INKS BY:ANDREW LEE GRIFFITH Comic Book Artist I USA COLOURS BY:CLYDE BEECH I Clyde Beech I SA","comic con","FAVOR","Comic Con Africa","NONE"
"Redefining 'woman' to mean 'man' is not a ""minor reform"". Engender EngenderScot Jan 27, 2022 We are concerned at the repeated attempts to derail the process of making minor reforms to the Gender Recognition Act, which will improve the lives of trans people in Scotland. 10 13 Show this thread","transgender rights","FAVOR","trans people in Scotland","FAVOR"
"Hello my name is Rose and I love to cook. I m not vegan or a vegetarian. If you are, that is fantastic for you. You don t need to make rude and nasty comments on my food tweets. I m sick of always getting trolled by vegans and vegetarians on my tweets. You do you and I ll do me. 734 285 4,916","vegans","AGAINST","vegans and vegetarians","AGAINST"
"Crews from BLM, FS, Wyo State Forestry, and Johnson County continue to respond to the 20 miles south of Buffalo. Approx 100 personnel: ground crews, smoke jumpers, air attack crews are on site. It's burned about 100-150 acres. High winds are expected tonight.","wildfires","FAVOR","air attack crews","NONE"
"Ofgem's current remit is a barrier to increasing grid capacity which is slowing renewables growth. If we had the new wind and solar farms that the Government was seeking to procure in this in this years clean energy auction every household would have saved 100 on their bills.","climate change","FAVOR","Ofgem's","AGAINST"
"Old spot up on the block Oxtails plate was 15 .now it s 22 Gentrification of the oxtail got the hood prices sky high now.","gentrification","AGAINST","hood prices sky high","AGAINST"
"At w my 7 yr old son Skyelar for his first WWE show ever. He s super excited and considering Cena and Roman are his 2 faves, he s set. angrymarks","wwe","FAVOR","Roman","FAVOR"
"Forza Horizon 5 adding a Microsoft Teams call notification horn to inspire rampant anxiety in those who've been WFH for the past 2 years","microsoft teams","FAVOR","Forza Horizon 5","AGAINST"
"Not one person who claimed that striking down the airline mask mandate would lead to mass deaths has acknowledged they were wrong or suffered any consequences for their bullshit 208 2,888 16.6K","mask mandate","AGAINST","mass deaths","AGAINST"
"Taiwan's cultural output also seems to punch below its weight, considering its wealth and affinity with Western Japanese Korean media roon tszzl Mar 29, 2022 one whitepill on india has been the extreme success of bollywood over the course of like 100 years. there are mfers in japan watching bollywood movies. meanwhile there's barely any international chinese media industry to speak of","bollywood","FAVOR","Taiwan's Cultural Output","AGAINST"
"HMRC is urging firms to migrate to its new customs IT platform as soon as possible in order to continue trading, and it is writing to businesses to provide assistance with the transition. HMRC recently wrote to businesses in Great Britain trading with the EU 1","trade with eu","FAVOR","IT platform","NONE"
"Just got my wisdom teeth pulled out only on my left side though. With Taiwan Health insurance it was 200 NTD which is equivalent to like 6-7 USD","dental care","FAVOR","NTD","NONE"
